id,cost,strength,willpower,lore,ink,type_clean,keywords,classifications,illustrators,flavor_text
crd_85f71d1d81a54038b066e3efe226a8f9,6,2,8,2,Amber Emerald,Character,Shift,"c(""Floodborn"", ""Hero"")",Erika Wiseman,NA
crd_c7f64e55e7234c46bc9ed7d742e22265,3,3,2,1,Amber Ruby,Character,character(0),"c(""Storyborn"", ""Villain"", ""King"", ""Racer"")",Joseph Buenning,NA
crd_e6bab2cd722641e885c85c13987bd38c,7,7,5,1,Amber Ruby,Character,Shift,"c(""Floodborn"", ""Hero"", ""Racer"")",Javi Salas,NA
crd_1df8d47cd5c3400293a2fa3d060bd425,1,0,2,1,Amber Sapphire,Character,Ward,"c(""Storyborn"", ""Puppy"")",Oggy Christiansson,Sand sure was more fun than it looked!
crd_b2cd67df2b87491f9b39c5d31e7b91d1,4,2,3,1,Amber Sapphire,Character,Support,"c(""Storyborn"", ""Puppy"")",Oggy Christiansson,NA
crd_6367664eb4c34561a0051df14b2683e5,6,4,6,2,Amber Sapphire,Character,Shift,"c(""Floodborn"", ""Hero"")",Brian Weisz,NA
crd_1d9e80fa46b14aaea261d56a602224ba,6,2,7,2,Amber Steel,Character,character(0),"c(""Storyborn"", ""Ally"")",Raquel Villanueva,NA
crd_2571eeb8c4914f82863610ee7c92535a,3,0,4,4,Amber Steel,Character,character(0),"c(""Storyborn"", ""Hero"")",Joy Ang / Jaime Puga,"""The only power you need is the power of AWESOMENESS!"" —Rhino"
crd_b7d241314eca4aa2b268c00cd4dde064,4,4,3,2,Amber Steel,Character,Shift,"c(""Floodborn"", ""Ally"")",Leonardo Giammichele,NA
crd_5aeba01760c3494cae9eb6629dfdb1de,2,1,4,1,Amber,Character,character(0),"c(""Storyborn"", ""Ally"")",Denny Minonne,"""He knows the way through. Just try to keep up!"" —Antonio"
crd_6fe60149cee34a1e8c979d598251e279,6,4,5,2,Amber,Character,Bodyguard,"c(""Storyborn"", ""Hero"")",Edu Francisco / Amanda Duarte,NA
crd_51948a3a4c2442da9beca8d1afbb746e,1,0,3,1,Amber Emerald,Character,character(0),"c(""Storyborn"", ""Hero"")",Therese Vildefall,NA
crd_387766e68940442bb6c5b7e29d18626f,6,5,5,2,Amber Amethyst,Character,character(0),"c(""Storyborn"", ""Mentor"", ""Madrigal"")",Simone Buonfantino,"""I'm sorry I held on too tight."""
crd_1727b81007044782bc9c1df26820e7e1,3,1,4,2,Amber,Character,"c(""Bodyguard"", ""Singer"")","c(""Storyborn"", ""Ally"", ""Detective"")",Denny Minonne,NA
crd_8667edc82b784cbb96e48962ef4583a9,3,3,3,1,Amber,Character,character(0),Storyborn,French Carlomagno,"""If you need fixin', ol' Joey's on the job."""
crd_fef2291c6e394415a529772dcda9e9b0,8,4,8,2,Amber,Character,character(0),"c(""Storyborn"", ""Hero"")",Rianti Hidayat,NA
crd_61323fccb37c45d9b2fb428f60adcf05,2,2,3,1,Amber,Character,character(0),"c(""Storyborn"", ""Puppy"")",Gwawi,"""Oh boy! A new friend to play with!"""
crd_25e476ae1e6545bc87787d0705f87364,2,NA,NA,NA,Amber Ruby,Action,character(0),NULL,Stefano Spagnuolo,"""This will overheat your engine like a sack of cinnamon candy, so you better win quick!""
–Vanellope von Schweetz"
crd_45f97fb5ff014a158519e81b63e644c5,1,NA,NA,NA,Amber Steel,Action,character(0),NULL,Samanta Erdini,NA
crd_2085340ba83e4380a30c2451823aa80e,4,NA,NA,NA,Amber Emerald,Action,character(0),NULL,Therese Vildefall,"""Home wreckers! That's what they are!"" —Tramp"
crd_7080d0a6d9884294b3f966086ea956b7,9,NA,NA,NA,Amber,Action Song,Sing Together,NULL,Gianluca Barone,NA
crd_0194ae6591894265a420ae3e50f6a355,2,NA,NA,NA,Amber,Action Song,character(0),NULL,Pauline Voss,NA
crd_69db4cb0362b4673aeee6d9dea53f23f,2,NA,NA,NA,Amber,Item,character(0),NULL,Jeremy Adams,NA
crd_d4c1ddfeea1142b192f7e289c5bb880d,1,1,4,1,Amethyst,Character,Vanish,"c(""Dreamborn"", ""Ally"", ""Illusion"")",Eva Widermann,"""All of the power of the normal guards, with none of the insolence."" —Jafar"
crd_e147780b566e405e84ffe7dab98ab97f,4,1,5,1,Amethyst,Character,Challenger,"c(""Storyborn"", ""Villain"")",Alex Accorsi,"""They've always been here. Waiting for a moment of weakness to attack.""
–Sisu"
crd_c25b03f0800041229325ec211c5e132c,3,3,3,1,Amethyst Ruby,Character,character(0),"c(""Storyborn"", ""Villain"")",Heidi Neunhoffer,NA
crd_4c3204fa9fa14ff9a13a41cadc4259aa,7,3,6,2,Amethyst Ruby,Character,character(0),"c(""Dreamborn"", ""Villain"", ""Deity"")",Marcel Berg,"""Don't forget—I'm the guy with the leverage here."""
crd_5d5fd6b02f3646c9ae4661c9a36177c6,3,1,3,1,Amethyst Steel,Character,Evasive,"c(""Dreamborn"", ""Hero"", ""Sorcerer"")",Federico Maria Cugliari,NA
crd_befc74dca10e458ba4a71a1f4ac05e7e,6,3,7,1,Amethyst Steel,Character,Vanish,"c(""Dreamborn"", ""Ally"", ""Illusion"")",Grace Tran,NA
crd_8aa3ca8ac51847e2987d4798c5ddb893,4,3,4,1,Amethyst,Character,character(0),"c(""Storyborn"", ""Ally"", ""Madrigal"")",Natalia Trykowska,"""I'm not in the vision business right now. I'm in the stopping you business."""
crd_5251999627264dabb73043f14e7b7b25,1,1,2,1,Amethyst,Character,character(0),Storyborn,Rachel Elese,NA
crd_5508d787ca204fdcbba52a26d7258301,4,1,3,1,Amethyst,Character,character(0),"c(""Storyborn"", ""King"")",Rachel Elese,"""Wait'll they get a whiff of this . . ."""
crd_60f9c25e26a148c6bae493b7c7792a0f,3,2,5,1,Amethyst,Character,character(0),"c(""Dreamborn"", ""Ally"")",Samanta Erdini,"The sooner we get this done, the sooner I'm free . . . of you."
crd_f5703e0094dd406ba95d5bb9dc6e195c,3,2,3,2,Amethyst,Character,character(0),"c(""Storyborn"", ""Ally"")",Aisha Durmagambetova,NA
crd_83ba8c925b1d471d8f3833bdf059d6ad,4,3,4,1,Amethyst,Character,Evasive,"c(""Storyborn"", ""Ally"")",Lisanne Koeteeuw,"Sheesh, what is it with this high sultan guy? Can't he put in stairs like a normal person?"
crd_83fb168f74ce49fa9c92000143bf3402,2,3,2,1,Amethyst,Character,character(0),"c(""Storyborn"", ""Hero"", ""Prince"")",Heidi Neunhoffer,"As he grew older, he began to understand his responsibilities to all the creatures of the woods."
crd_75c10c12f3394d92a6e2d4806474dd62,3,3,4,1,Amethyst,Character,character(0),"c(""Storyborn"", ""Ally"", ""Sorcerer"")",Kamil Murzyn,"""Sister, dear, if we turn all the townspeople into frogs, who will give us our gold and turnips?"""
crd_246606d417374c8fa6ba822d85eb9e62,3,4,3,1,Amethyst,Character,character(0),"c(""Storyborn"", ""Villain"", ""Sorcerer"")",Wouter Bruneel,"""They think they know my tricks . . . Oh, this one's going to be marvelously malicious!"""
crd_a6a007b0f7ae4fa19480721bacd2b0b6,4,3,4,1,Amethyst,Character,character(0),"c(""Storyborn"", ""Hero"", ""Queen"", ""Sorcerer"")",Hedvig H-S,"""I have to protect my sister. You're not going anywhere!"""
crd_a0a931cb7b6248b3a56080e7f39b7e2b,4,0,4,2,Amethyst,Character,Evasive,"c(""Storyborn"", ""Hero"")",Hedvig H-S,NA
crd_c9470722efc54fbbad1e2485e03b52c2,2,1,1,1,Amethyst,Character,Evasive,"c(""Storyborn"", ""Mentor"")",Rosa la Barbera / Livio Cacciatore,NA
crd_963903245af941b6a3d3d5203854a403,3,1,1,3,Amethyst,Character,character(0),"c(""Storyborn"", ""Hero"", ""Prince"")",Brian Weisz,NA
crd_bb513d50f4fb44aab988cf4dca6c9fe5,8,6,8,2,Amethyst,Character,Rush,Storyborn,Alexandria Neonakis,NA
crd_6a09318455784c9aba8bafeb65d28d62,2,2,3,1,Amethyst,Character,character(0),"c(""Storyborn"", ""Ally"")",Teresita Q. / SCG,He's identical to Brutus in temperament and toothiness.
crd_25752105ef234b63b373e43d61eaf48b,2,2,3,1,Amethyst,Character,character(0),"c(""Storyborn"", ""Ally"")",Teresita Q. / SCG,He's identical to Brutus in temperament and toothiness.
crd_67e61d2f97084cb69e58b70c2a5d90d4,5,3,3,2,Amethyst Emerald,Character,Evasive,"c(""Storyborn"", ""Villain"", ""Sorcerer"")",Sandara Tang,NA
crd_4bac50502815415f85c40e884fe5db24,7,5,5,2,Amethyst Emerald,Character,Shift,"c(""Floodborn"", ""King"")",Kendall Hale,NA
crd_b19fb19a289f4cf5a223278de7b2b2e0,6,3,6,2,Amethyst Emerald,Character,character(0),"c(""Storyborn"", ""Villain"", ""Sorcerer"")",Julien Vandois,NA
crd_5af1ae1121a447af9a275e5b2c6cf71f,6,6,5,1,Amethyst Ruby,Character,character(0),"c(""Floodborn"", ""Villain"", ""Sorcerer"")",Alibeth Zermeno,NA
crd_45b267300d7e4d89a7d839e9e00a0f09,2,1,3,1,Amethyst Ruby,Character,character(0),"c(""Storyborn"", ""Villain"", ""Sorcerer"")",Joel DuQue,NA
crd_b36358ea2e404178ab14c1815fce6bb5,2,2,2,1,Amethyst Sapphire,Character,Evasive,"c(""Storyborn"", ""Ally"", ""Fairy"")",Mané Kandalyan Manderson,NA
crd_ae35ed50c6954dab9925888b61a657f2,6,3,6,2,Amethyst Sapphire,Character,Shift,"c(""Floodborn"", ""Hero"", ""Queen"", ""Sorcerer"")",Luigi Aimè,NA
crd_34f916796e6844d081bdebaa3f7df182,5,5,5,2,Amethyst Steel,Character,Vanish,"c(""Dreamborn"", ""Ally"", ""King"", ""Illusion"")",Max Ulichney,NA
crd_30ee33dee0c64851bcdcc676e724a787,5,4,4,3,Amethyst Steel,Character,character(0),"c(""Dreamborn"", ""Villain"", ""King"", ""Sorcerer"")",Cristian Romero,NA
crd_0d9e3acb5cc6406c9d6965fa60d58ff6,5,4,4,2,Amethyst,Character,character(0),"c(""Storyborn"", ""Ally"", ""Madrigal"")",Carlos Gomes Cabral,"""My primo Camilo won't stop until he makes you smile today."" —Mirabel"
crd_36e404bad05f458dad8ab8a894d0118f,3,3,3,1,Amethyst,Character,character(0),"c(""Storyborn"", ""Ally"")",Sandra Rios,His sweet nature outmatches all the blooms in the meadow.
crd_79eeecfdd20849aaade7d29646fed146,5,NA,NA,NA,Amethyst,Action,character(0),NULL,Viv Tanner,"Fight with honor, win with dignity."
crd_2c56f14b54074c8890e8c66d93e1d1f3,3,NA,NA,NA,Amethyst,Action,character(0),NULL,Saulo Nate,"""You boys have had your fun. Now, pay for it."" —The Coachman"
crd_9dfb87c4e43b49619e138291a5c9dbea,9,NA,NA,NA,Amethyst,Action Song,Sing Together,NULL,Natalia Trykowska,NA
crd_6cc548274208402aa28a8b1da0c983aa,3,NA,NA,NA,Amethyst Emerald,Action,character(0),NULL,Mario Manzanares,NA
crd_4f93311edfdb4958a45cc7d70490891f,3,NA,NA,NA,Amethyst Sapphire,Action Song,character(0),NULL,Maria Dresden,NA
crd_af2675aaffe94ff2bf54e5635e2657d8,4,NA,NA,NA,Amethyst,Action,character(0),NULL,Linh Dang,NA
crd_ae421dc6240c4060ae788fa48c5aa487,2,NA,NA,NA,Amethyst,Item,character(0),NULL,Carlos Ruiz,"""If we can catch one, maybe we can recalibrate it to help us get rid of Jafar's illusions!"" —Venturo, an Illumineer"
crd_f045d7f21ccd4cbe8ffb41e436759221,2,NA,NA,NA,Amethyst Sapphire,Item,character(0),NULL,Priya Kakati,NA
crd_c20ae400ed1e4439be69f940428832fd,3,3,4,1,Emerald,Character,character(0),"c(""Storyborn"", ""Ally"")",Aurélie Lise-Anne,"Helga: ""Sounds metallic. Could be an echo off one of the rocks.""
Wilhelmina: ""Do you want to do my job? Be my guest."""
crd_36c4b9223273478a903b07f18fe7d193,7,5,4,2,Emerald,Character,character(0),"c(""Dreamborn"", ""Hero"", ""Detective"")",Stefano Spagnuolo,NA
crd_adb73493071d4f3a909f089ae63cc0c8,3,3,3,1,Emerald,Character,character(0),"c(""Storyborn"", ""Hero"")",Edu Francisco,"One glance at the tiny tracks, and his protective instincts kicked in."
crd_4be229ca7b79419896cf9bea3c11ee66,4,3,3,1,Emerald,Character,character(0),"c(""Storyborn"", ""Ally"")",Florencia Vazquez,NA
crd_00b83f7a91894fae8af0a95226aafe17,2,2,2,1,Emerald,Character,Evasive,"c(""Storyborn"", ""Ally"")",Florencia Vazquez,"""This is so much fun, Chaca! I want to go higher!"""
crd_f76b2615a724413dbb91cdc1b1787b21,1,1,2,1,Emerald,Character,character(0),Storyborn,Kendall Hale,"""We need a lazard with a lizard!"" —White Rabbit"
crd_03fb917c4b444c35a0f174f40655e419,4,3,4,1,Emerald,Character,character(0),Storyborn,Dustin Panzino,He really knows how to light up a room.
crd_cce48aee1b594c6db6fbc7f6bc3eada7,3,2,3,2,Emerald,Character,character(0),"c(""Storyborn"", ""Hero"")",Jared Nickerl / Patri Balanovsky,Don't be alarmed. It is just a suit. This is not my real face and body.
crd_a48e0fd953434daa8315590258fe62a6,4,4,4,1,Emerald,Character,character(0),"c(""Storyborn"", ""Ally"", ""Pirate"")",Luis Huerta,He certainly isn't the brains of the operation.
crd_bfb723663a9d477c92b6b0322d7a578d,1,1,3,1,Emerald,Character,character(0),"c(""Storyborn"", ""Hero"")",Wouter Bruneel,"""You're the fearless copilot who can handle any job.... Did I say fearless? I meant brainless!"" —Chip"
crd_fbddbf17f5824cb38bc0b35502f0d9a9,3,4,3,1,Emerald,Character,character(0),"c(""Storyborn"", ""Ally"")",Grace Tran,NA
crd_7c16b96741d041d9875c2cb270ab5fc2,4,3,6,1,Emerald,Character,character(0),Storyborn,Mariana Moreno,"Everyone knows that without rations, an operation'll be a failure. And this is why I outrank you, Lafayette. 'Cause I see the big picture."
crd_51597c28f0b444a6a4cf319ff579c839,4,3,2,1,Emerald,Character,character(0),"c(""Storyborn"", ""Hero"")",Brian Weisz,"""Don't worry, Dale! I've got you!"""
crd_c4073b6ba72a428e9e213027b112d48f,7,5,6,3,Emerald,Character,Shift,"c(""Floodborn"", ""Hero"")",Jules Dubost,NA
crd_d09689076d3344cd9a6fb53f2790c103,4,3,2,2,Emerald,Character,character(0),"c(""Storyborn"", ""Ally"", ""Inventor"")",Lisanne Koeteeuw,"""The scarab's power source! I knew that if I dug around I'd find it!"""
crd_0a97dde4f01045ccb29a9f61ac3c36d8,6,5,5,2,Emerald,Character,character(0),"c(""Storyborn"", ""Hero"", ""Princess"")",Dustin Panzino,NA
crd_963d4566252a47b2ae12307309ab2022,5,2,5,2,Emerald,Character,Evasive,"c(""Dreamborn"", ""Hero"", ""Princess"")",Alice Pisoni,NA
crd_b41f273d5c6b4abe99a596fd14435de1,4,1,4,3,Emerald,Character,character(0),"c(""Storyborn"", ""Hero"", ""Prince"")",Koni,"""One way or another, I get what I want."""
crd_ff4402de300941a0a708629ab5f59aae,2,1,2,1,Emerald Ruby,Character,character(0),Storyborn,Joel DuQue,"The tea is strong, even if he isn't."
crd_2de38611ab924e2da249c2ceeb1eb89d,6,2,6,2,Emerald Ruby,Character,Shift,"c(""Floodborn"", ""Hero"")",Arianna Rea,NA
crd_f941ecb827224dc5ae1054314c084d0f,4,2,3,3,Emerald Ruby,Character,character(0),"c(""Storyborn"", ""Villain"", ""Queen"")",Gonzalo Kenny,"She'll go wherever she pleases, no matter who she has to step on to get there."
crd_6153926b4f794e639c0b628501b8fc1a,2,1,3,1,Emerald Sapphire,Character,character(0),"c(""Storyborn"", ""Hero"", ""Inventor"")",Kendall Hale,NA
crd_85baf02feabb47349db98e61d2437f71,4,3,3,2,Emerald Sapphire,Character,"c(""Evasive"", ""Shift"")","c(""Floodborn"", ""Hero"", ""Inventor"")",Beno Meli,NA
crd_618a43c6b78446dbb31c8637116fafb7,3,3,2,1,Emerald Steel,Character,Evasive,"c(""Storyborn"", ""Villain"", ""Prince"", ""Pirate"")",Leonardo Giammichele,NA
crd_70bf0783fba940a594f5f2cbac285f58,5,4,5,2,Emerald Steel,Character,Shift,"c(""Floodborn"", ""Villain"", ""King"", ""Pirate"", ""Captain"")",Kenneth Anderson,NA
crd_e58f4c06ff8049e791b111019217c486,6,4,4,3,Emerald Steel,Character,character(0),"c(""Storyborn"", ""Hero"", ""Deity"")",Natalie Dombois,NA
crd_68a30037a4074eed8e5d0924b542cec9,4,3,3,2,Emerald Sapphire,Character,character(0),"c(""Storyborn"", ""Hero"", ""Inventor"")",Adam Ford,NA
crd_69f2afcfdc244d3c9fd71c4dcfd39c25,4,3,4,1,Emerald,Character,character(0),"c(""Storyborn"", ""Ally"")",Raquel Villanueva,"""Settle in, ye wee pups, and let Uncle Jock tell ye a story about some Illumineers and a mad adventure . . ."""
crd_bf2471b2597f495db6b088a5705d4502,3,2,2,2,Emerald,Character,character(0),"c(""Storyborn"", ""Ally"")",Gwawi,NA
crd_b575a1f23d864e64841909db44f25221,3,NA,NA,NA,Emerald,Action,character(0),NULL,Luis Huerta,Lives to steal another day!
crd_655c8f27d9fa48ce9e7ff33c0bf4f6c8,8,NA,NA,NA,Emerald,Action Song,Sing Together,NULL,Edu Francisco,NA
crd_adc00c1169074261831e6ed7f44f50d4,3,NA,NA,NA,Emerald,Action,character(0),NULL,Cristian Romero,NA
crd_056bd71d4a064d9a890c5558a88de654,2,NA,NA,NA,Emerald Ruby,Action,character(0),NULL,Luigi Aimè,"""It's a real shame I didn't even get a chance to study it."""
crd_d5390ce678f1438eb716de9952cfd9d2,3,NA,NA,NA,Emerald Steel,Action,character(0),NULL,Alibeth Zermeno,It was at this point that John decided he'd had quite enough adventure.
crd_537258cef9b5410fafafa47026feedf6,2,NA,NA,NA,Emerald,Item,character(0),NULL,Jared Nickerl,"""Cute, but also potentially devastating. Perfect."" —Honey Lemon"
crd_ee5ef7def0ca4c6a9ed3fac74fb1d1b4,2,NA,NA,NA,Emerald Sapphire,Item,character(0),NULL,Filipe Laurentino,"Archazia created many wondrous things, but none as beautiful as this."
crd_77abad9a7ad14dd5841c473e6639eccf,3,1,2,1,Ruby,Character,character(0),"c(""Storyborn"", ""Ally"", ""Racer"")",Rudy Hill / Denny Minonne,"""I've got tricks for my opponents and treats for my fans!"""
crd_2c1c280cbd8d446eb1520ac32e816f66,6,7,5,2,Ruby,Character,character(0),"c(""Storyborn"", ""Villain"")",Valentina Graziuso,"""Say, jewels just lying around in a fancy joint like this? It would be a shame if a few went missing..."""
crd_3e2e03e343f64fa9ad398cb733b154bd,3,1,3,1,Ruby Sapphire,Character,Evasive,"c(""Storyborn"", ""Ally"", ""Inventor"")",Pietro B. Zemelo,NA
crd_3b52c05d999944679005cd5fe94c2adb,2,3,1,1,Ruby,Character,Evasive,"c(""Storyborn"", ""Hero"", ""Princess"", ""Racer"")",French Carlomagno,"""I can handle anything you throw at me... Wait, are those laser snakes? This is the best track ever!"""
crd_c58dd411430545cf8347b0993cd685f7,4,4,3,1,Ruby,Character,character(0),"c(""Storyborn"", ""Ally"")",Teresita Q. / SCG,He's identical to Nero in cruelty and classiness.
crd_413aa60d7950479282acb68e97eaafcd,4,4,3,1,Ruby,Character,character(0),"c(""Storyborn"", ""Ally"")",Teresita Q. / SCG,He's identical to Nero in cruelty and classiness.
crd_98f834b45bba4455b572aa08bcfe8715,3,0,6,1,Ruby,Character,character(0),Storyborn,Filipe Laurentino,"""And there I was in the cave below the palace when suddenly sand began pouring down. Did I stop? No! What's a little sand?"""
crd_4269fd204f144eb4b5044df82a899bd1,4,2,4,2,Ruby,Character,character(0),"c(""Storyborn"", ""Hero"")",Filipe Laurentino,"""Goodness, those scarabs are awfully close! We must find the way out!"""
crd_a5ab1a4a40304395b5363fff5858b9a8,2,1,1,2,Ruby,Character,character(0),"c(""Storyborn"", ""Ally"")",Heidi Neunhoffer,"""Sacrebleu! This is no way to treat a guest in your palace!"""
crd_0e17eaad60a343068204ccdf776daa36,4,4,4,1,Ruby,Character,character(0),"c(""Storyborn"", ""Villain"")",Samoldstoree,"""Take this magical stone. You'll need it to keep up with me!"""
crd_ea0d142942ae47fb8d5840fedf77bd08,3,2,3,1,Ruby,Character,character(0),"c(""Storyborn"", ""Ally"", ""Dragon"")",Kuya Jaypi,"""Move, move, move! There's no time to explain. Well, maybe a little time, so listen up..."""
crd_084eb569ca02425791bf38993a74f23f,4,4,3,1,Ruby,Character,character(0),"c(""Storyborn"", ""Ally"")",Yu Nguyen,"""You were so focused on me and Mulan that you forgot about my man Cri-Kee here. And that was a mistake!"" —Mushu"
crd_5ac6e3218d074de683c518bcd4d9901c,5,7,4,1,Ruby,Character,character(0),Storyborn,Sara Leal (Loyal),"""What are we guarding the kitchen for, Napoleon? There ain't no scarabs 'round here. Call me when there's somethin' serious that needs fixin'."""
crd_9da6ba4d41244f61b558bc6a63a93ec3,3,3,3,1,Ruby,Character,character(0),"c(""Storyborn"", ""Ally"")",Saulo Nate,"""Say hello to Figaro. Up to mischief already!"" —Geppetto"
crd_def9163ddaf740d6820cbc2df3fddbf3,2,0,3,1,Ruby,Character,character(0),"c(""Storyborn"", ""Ally"")",Oggy Christiansson,"C'mon! Let's show that mean old high sultan what's what."""
crd_9eeb0424b962449d8a91e3ff5487e96c,3,4,2,1,Ruby,Character,character(0),"c(""Storyborn"", ""Hero"", ""Racer"")",Joseph Buenning,"""Let's burn rubber, kid!"" —Wreck-It Ralph"
crd_b2fee16bc7bb46119501e583d0e97980,2,1,1,1,Ruby,Character,Evasive,"c(""Storyborn"", ""Ally"", ""Fairy"")",Amber Kommavongsa,NA
crd_47c2da8209984454827c9278f078f1dc,5,4,4,2,Ruby,Character,character(0),"c(""Dreamborn"", ""Hero"")",Julien Vandois,NA
crd_b89e331f531c40c7a269911b0ca4a92b,2,2,2,1,Ruby Sapphire,Character,character(0),"c(""Storyborn"", ""Ally"")",Simone Buonfantino,"""LeFou, sometimes you really take the cake."" —Gaston"
crd_29af9e5b5190472eaa2fb7e637fa3050,5,4,3,2,Ruby Sapphire,Character,"c(""Evasive"", ""Shift"")","c(""Floodborn"", ""Ally"")",Justin Runfola,NA
crd_be9dcbe9a9fa41a1986ff7c26818f092,2,2,2,1,Ruby Steel,Character,Reckless,"c(""Storyborn"", ""Villain"")",Filipe Laurentino,NA
crd_460e1f2d54244710902cf898533beaa8,4,3,3,0,Ruby Steel,Character,Reckless,"c(""Storyborn"", ""Hero"", ""Princess"")",Gonzalo Kenny,NA
crd_72aee0ede57046b1ad53a67b8f39d6f0,6,4,6,2,Ruby Steel,Character,Shift,"c(""Floodborn"", ""Ally"", ""Dragon"")",Jared Mathews,NA
crd_8010db6668ab482899edbda27487eaae,3,3,3,1,Ruby,Character,character(0),"c(""Storyborn"", ""Ally"")",noc4urne,"""You can't do this to me, you swindler! We had a verbal agreement!"""
crd_fee05898e5484f948ef002681b38ec43,2,2,2,2,Ruby,Character,character(0),"c(""Storyborn"", ""Ally"")",James Rey Sanchez,"""Sand? In the forest? I'll bet some magical miscreant's up to no good. Well, it's none of my concern. I'm going back to bed."""
crd_586a47f740a3450b930cd1cbc7f3e640,4,2,4,1,Ruby,Character,Evasive,"c(""Storyborn"", ""Ally"")",Raquel Villanueva,NA
